codigo,titulo_oficial,titulo_amigavel,descricao_oficial,descricao_amigavel,termos_de_busca,familia,divisao_id,anexo,fator_r,anexo_inciso,mei_ocupacoes,mei_permitido,atende_me,atende_mei,motivo_nao_atende,exige_conselho,conselho_qual
5819100,"EDIÇÃO DE CADASTROS, LISTAS E DE OUTROS PRODUTOS GRÁFICOS","Edição de catálogos, listas e guias","Esta subclasse compreende - a edição de listas de dados e de outras informações, cujo formato está sujeito a direitos autorais, na forma impressa, eletrônica e na internet: | #- cadastros e listas para malas diretas | #- listas telefônicas | #- listas de produtos farmacêuticos, etc. | #- material publicitário | #- calendários, cartões de felicitações e cartões postais | #- gravuras, reproduções de trabalhos de arte, etc. || Esta subclasse compreende ainda - a edição de estatísticas e de outras informações para divulgação na internet || Esta subclasse NÃO compreende - a impressão de produtos gráficos sob contrato, tais como: | #- material de segurança (1812-1/00) | #- material publicitário (1813-0/01) | #- material impresso para usos diversos (1813-0/99) | - a edição de jornais publicitários (5812-3/00) | - os portais, provedores de conteúdo e outros serviços de informação na internet (6319-4/00) | - a criação de material publicitário (7311-4/00)","Edição de catálogos, listas, guias, calendários, cartões-postais e cartões de felicitação.",CADASTROS ON-LINE; EDIÇÃO DE || CADASTROS PARA MALA DIRETA; EDIÇÃO DE || CALENDÁRIOS; EDIÇÃO DE || CARTÕES DE FELICITAÇÕES; EDIÇÃO DE || CARTÕES POSTAIS; EDIÇÃO DE || ESTATÍSTICAS E OUTRAS INFORMAÇÕES PARA DIVULGAÇÃO NA INTERNET; EDIÇÃO DE || GRAVURAS; EDIÇÃO DE || LISTAS DE PRODUTOS FARMACÊUTICOS; EDIÇÃO DE || LISTAS PARA MALAS DIRETAS; EDIÇÃO DE || LISTAS TELEFÔNICAS; EDIÇÃO DE || MATERIAL PUBLICITÁRIO; EDIÇÃO DE || PANFLETOS E FOLHETOS; EDIÇÃO DE || REPRODUÇÃO DE TRABALHOS DE ARTE; EDIÇÃO DE,edicao,58,III,nao,"§5º-F (residual, conferido 2026-09-24)",EDITOR(A) DE LISTA DE DADOS E DE OUTRAS INFORMAÇÕES INDEPENDENTE,sim,sim,sim,atendemos,nao,nao-se-aplica
5911102,PRODUÇÃO DE FILMES PARA PUBLICIDADE,Produção de vídeo publicitário,"Esta subclasse compreende - a produção de filmes em qualquer suporte (película, vídeo e DVD) para publicidade de qualquer tipo: | #- filmes institucionais | #- comerciais de televisão | #- filmes para campanhas políticas | #- filmes para campanhas de responsabilidade social | - os arquivos de filmes de publicidade || Esta subclasse NÃO compreende - a produção de filmes em estúdios cinematográficos (5911-1/01) | - a produção de filmes destinados à difusão pela televisão e internet (5911-1/99)","Produção de comercial de TV, filme institucional e vídeo para campanha publicitária.",ARQUIVOS DE FILMES DE PUBLICIDADE; ATIVIDADES DE || COMERCIAIS DE TELEVISÃO; PRODUÇÃO DE || FILMES DE PUBLICIDADE; ARQUIVOS DE || FILMES INSTITUCIONAIS; PRODUÇÃO DE || FILMES PARA CAMPANHAS DE RESPONSABILIDADE SOCIAL; PRODUÇÃO DE || FILMES PARA CAMPANHAS POLÍTICAS; PRODUÇÃO DE || FILMES PARA PUBLICIDADE; PRODUÇÃO DE || PRODUTORA DE FILMES DE PUBLICIDADE || VÍDEOS PARA PUBLICIDADE; PRODUÇÃO DE,mkt,59,III,nao,§5º-B XV,nao-se-aplica,nao,sim,nao,atendemos,nao,nao-se-aplica
5912001,SERVIÇOS DE DUBLAGEM,Dublagem,"Esta subclasse compreende - os serviços de dublagem de filmes cinematográficos, de vídeos e de programas de televisão || Esta subclasse NÃO compreende - os serviços de mixagem sonora de filmes cinematográficos, vídeos e gravações de programas de televisão (5912-0/02) | - a edição de filmes em películas, fitas de vídeo e DVDs, envolvendo telecinagem (transposição do filme em película para fita), colocação de títulos e legendas, edição dos créditos, animação e efeitos especiais (5912-0/99) | - o processamento e montagem de filmes cinematográficos (5912-0/99) | - os laboratórios de filmes cinematográficos e laboratórios especiais para filmes de animação (5912-0/99)","Dublagem de filmes, séries, programas de televisão e vídeos.",DUBLAGEM DE FILMES CINEMATOGRÁFICOS || DUBLAGEM DE FILMES; SERVIÇOS DE || DUBLAGEM DE PROGRAMAS DE TELEVISÃO || DUBLAGEM DE VÍDEOS,foto,59,III,nao,§5º-B XV,DUBLADOR(A) INDEPENDENTE,sim,sim,sim,atendemos,nao,nao-se-aplica
5912002,SERVIÇOS DE MIXAGEM SONORA EM PRODUÇÃO AUDIOVISUAL,Mixagem e edição de som,"Esta subclasse compreende - os serviços de mixagem sonora de filmes cinematográficos, vídeos e gravações de programas de televisão || Esta subclasse NÃO compreende - os serviços de dublagem (5912-0/01) | - a edição de filmes em películas, envolvendo telecinagem (transposição do filme em película para fita), colocação de títulos e legendas, edição dos créditos, animação e efeitos especiais (5912-0/99) | - o processamento e montagem de filmes cinematográficos (5912-0/99) | - os laboratórios de filmes cinematográficos e laboratórios especiais para filmes de animação (5912-0/99) | - os serviços de mixagem sonora de material gravado (5920-1/00)","Mixagem sonora para filme, vídeo e programa de televisão.",MIXAGEM SONORA EM FILMES || MIXAGEM SONORA EM PRODUÇÃO AUDIOVISUAL || MIXAGEM SONORA EM PROGRAMAS DE TELEVISÃO || MIXAGEM SONORA EM VÍDEOS,foto,59,III,nao,§5º-B XV,nao-se-aplica,nao,sim,nao,atendemos,nao,nao-se-aplica
7220700,PESQUISA E DESENVOLVIMENTO EXPERIMENTAL EM CIÊNCIAS SOCIAIS E HUMANAS,Pesquisa em ciências sociais e humanas,"Esta subclasse compreende - as atividades de pesquisa e desenvolvimento realizadas no âmbito das ciências sociais e ciências humanas e em áreas interdisciplinares dessas ciências: sociologia, economia, psicologia, direito, lingüística, artes, arqueologia, etc. || Esta subclasse NÃO compreende - as pesquisas de mercado e de opinião pública (7320-3/00)","Pesquisa e desenvolvimento em direito, economia, linguística, arqueologia, artes e áreas afins.","ARQUEOLOGIA; PESQUISA E DESENVOLVIMENTO EM || ARTES; PESQUISA E DESENVOLVIMENTO EM || DIREITO; PESQUISA E DESENVOLVIMENTO EM || ECONOMIA; PESQUISA E DESENVOLVIMENTO EM || LINGÜÍSTICA; PESQUISA E DESENVOLVIMENTO EM || PESQUISA E DESENVOLVIMENTO EM CIÊNCIAS SOCIAIS E HUMANAS || PESQUISA ECONÔMICA, COMERCIAL E NÃO COMERCIAL || PESQUISA EDUCACIONAL || SOCIOLOGIA; PESQUISA E DESENVOLVIMENTO EM",consult,72,III-ou-V,sim,§5º-I XII,nao-se-aplica,nao,sim,nao,atendemos,nao,nao-se-aplica
5920100,ATIVIDADES DE GRAVAÇÃO DE SOM E DE EDIÇÃO DE MÚSICA,Estúdio de gravação e edição musical,"Esta subclasse compreende - a gravação de matrizes originais para reprodução de som em qualquer suporte e para qualquer finalidade, inclusive para publicidade | - a atividade de reprodução, promoção e distribuição das gravações de composições musicais para o comércio atacadista e varejista ou diretamente ao público. Estas atividades podem estar integradas ou não com a produção de matrizes originais em uma mesma unidade. Se não, a unidade que exerce estas atividades tem que obter os direitos de reprodução e distribuição da gravadora das matrizes originais  | - as atividades de promoção e autorização das composições musicais em gravações, no rádio, televisão, filmes, apresentações ao vivo e em outros veículos de comunicação. As unidades ligadas a estas atividades podem ter a propriedade dos direito autorais ou atuarem como administradoras de direitos autorais musicais em nome dos proprietários desses direitos | - as atividades de serviços de gravação em estúdios ou outros locais, inclusive a produção de programas de rádio para serem transmitidos posteriormente | - os serviços de mixagem sonora de material gravado | - os serviços de masterização e remasterização de material sonoro | - a edição de música e de partituras musicai || Esta subclasse compreende ainda o registro e cessão de direitos autorais de composições musicais || Esta subclasse NÃO compreende - a reprodução em escala industrial de matrizes originais de som em qualquer suporte (1830-0/01) | - os serviços de mixagem sonora de filmes cinematográficos, vídeos e gravações de programas de televisão (5912-0/02) | - os serviços de disponibilização de música através da internet (6319-4/00)","Gravação de som, edição de música e gestão de direitos autorais de obras musicais.","ATIVIDADES FONOGRÁFICAS || COMPOSIÇÕES MUSICAIS; AUTORIZAÇÃO DE USO DE || DIREITOS AUTORAIS DE OBRAS MUSICAIS; GESTÃO DE || DIREITOS AUTORAIS MUSICAIS; CESSÃO DE, ADMINISTRAÇÃO DE, REGISTRO DE || EDIÇÃO DE MATERIAL SONORO || EDIÇÃO DE MÚSICA || EQUALIZAÇÃO SONORA; ATIVIDADE DE || ESTUDIO MUSICAL; PRESTAÇÃO DE SERVIÇOS || ESTÚDIO DE GRAVAÇÃO DE SOM || ESTÚDIO DE GRAVAÇÃO SONORA || FITAS E CDS; MASTERIZAÇÃO DE || FITAS E CDS; PRODUÇÃO DE MATRIZES ORIGINAIS DE || GRAVAÇÃO DE FONOGRAMAS; SERVIÇOS DE || GRAVAÇÃO DE PODCASTS; SERVIÇOS DE || GRAVAÇÃO DE PROGRAMAS DE RÁDIO || GRAVAÇÃO DE SOM EM ESTÚDIO MUSICAL; SERVIÇOS DE || GRAVAÇÃO DE SOM; MASTERIZAÇÃO DE || GRAVAÇÃO DE SOM; PROMOÇÃO DE || GRAVAÇÕES SONORAS; PRODUÇÃO DE || MASTERIZAÇÃO DE GRAVAÇÃO DE SOM || MASTERIZAÇÃO E REMASTERIZAÇÃO DE SONS EM MEIOS MAGNÉTICOS;  || MATERIAL SONORO GRAVADO; DISTRIBUIÇÃO DE || MATRIZES ORIGINAIS DE SOM; PRODUÇÃO DE || MIXAGEM SONORA EM FITAS E CDS || MIXAGEM SONORA EM MATERIAL GRAVADO || PARTITURAS MUSICAIS; EDIÇÃO DE || PARTITURAS MUSICAIS; EDIÇÃO INTEGRADA À IMPRESSÃO DE || SOM PARA PUBLICIDADE; PRODUÇÃO DE || SONS EM MEIOS MAGNÉTICOS; REEDIÇÃO DE || SONS EM MEIOS MAGNÉTICOS; TRANSCRIÇÃO DE",foto,59,III,nao,"5o-B, XV",nao-se-aplica,nao,sim,nao,atendemos,nao,nao-se-aplica
6201501,DESENVOLVIMENTO DE PROGRAMAS DE COMPUTADOR SOB ENCOMENDA,Desenvolvimento de software sob encomenda,"Esta subclasse compreende - o desenvolvimento de sistemas para atender às necessidades do cliente, ou seja, as atividades voltadas para a definição dos módulos, especificações funcionais internas, tipos de relatórios e testes de avaliação do desempenho | - a programação com o uso de ferramentas e de linguagens de programação | - o fornecimento de documentação de programas de computador desenvolvidos sob encomenda | - o desenvolvimento de projetos e modelagem de banco de dados sob encomenda || Esta subclasse NÃO compreende - o desenho de páginas para a internet (web design) (6201-5/02) | - o desenvolvimento e licenciamento de programas de computador customizáveis (6202-3/00) | - o desenvolvimento e licenciamento de programas de computador não-customizáveis (6203-1/00) | - os serviços de customização dos programas de computador (6204-0/00)","Criação de sistema, aplicativo ou banco de dados feito sob medida para um cliente específico.","BANCO DE DADOS SOB ENCOMENDA; DESENVOLVIMENTO DE || CRIAÇÃO, CONFIGURAÇÃO DE SOFTWARE DE BANCO DE DADOS SOB ENCOMENDA || DESENVOLVIMENTO DE APLICATIVO INFORMÁTICO SOB ENCOMENDA || DESENVOLVIMENTO DE PROJETOS E MODELAGEM DE BANCO DE DADOS SOB ENCOMENDA || DOCUMENTAÇÃO DE PROGRAMAS DE COMPUTADOR DESENVOLVIDOS SOB ENCOMENDA; FORNECIMENTO DE || EDIÇÃO DE SOFTWARE SOB ENCOMENDA; SERVIÇOS DE || EDIÇÃO ON LINE DE BANCO DE DADOS; SERVIÇOS DE || PROGRAMAS DE BANCO DE DADOS SOB ENCOMENDA; ELABORAÇÃO DE  || PROGRAMAS DE COMPUTADOR SOB ENCOMENDA; ELABORAÇÃO DE  || PROGRAMAS DE INFORMÁTICA SOB ENCOMENDA; DESENVOLVIMENTO, PRODUÇÃO, DOCUMENTAÇÃO DE || PROGRAMAS DE INFORMÁTICA SOB ENCOMENDA; ELABORAÇÃO DE  || PROGRAMAÇÃO COM O USO DE LINGUAGENS DE PROGRAMAÇÃO; ATIVIDADES DE || PROGRAMAÇÃO DE SISTEMAS INFORMÁTICOS SOB ENCOMENDA; SERVIÇOS DE || SOFTWARE DE BANCO DE DADOS SOB ENCOMENDA; PRODUÇÃO, CRIAÇÃO, DESENVOLVIMENTO DE || SOFTWARE SOB ENCOMENDA; DESENVOLVIMENTO, PRODUÇÃO DE || TRADUÇÃO DE SOFTWARE; SERVIÇOS DE",tech,62,III-ou-V,sim,"5o-D, IV",nao-se-aplica,nao,sim,nao,atendemos,nao,nao-se-aplica
6202300,DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR CUSTOMIZÁVEIS,Desenvolvimento de software customizável,Esta subclasse compreende - o desenvolvimento de sistemas ou programas de computador (software) que permitem a realização de customizações (adaptações às necessidades específicas de um cliente ou mercado particular) || Esta subclasse compreende ainda - o licenciamento ou a outorga de autorização de uso dos programas de computador customizáveis; este licenciamento é freqüentemente obtido através da própria empresa que os desenvolveu ou de seus representantes || Esta subclasse NÃO compreende - a produção de programas de computador sob encomenda (6201-5/00) | - o desenvolvimento e licenciamento de programas de computador não-customizáveis (6203-1/00) | - os serviços de customização dos programas de computador (6204-0/00),Desenvolvimento e licenciamento de software que você adapta para cada cliente.,CESSÃO DE DIREITO DE USO DE PROGRAMAS DE COMPUTADOR CUSTOMIZÁVEIS; SERVIÇOS DE || CESSÃO DE DIREITO DE USO DE SOFTWARE CUSTOMIZÁVEL; SERVIÇOS DE || PROGRAMAS DE COMPUTADOR CUSTOMIZÁVEIS; DESENVOLVIMENTO DE || PROGRAMAS DE COMPUTADOR CUSTOMIZÁVEIS; LICENCIAMENTO DE || PROGRAMAS DE INFORMÁTICA CUSTOMIZÁVEIS; DESENVOLVIMENTO DE || PROGRAMAS DE INFORMÁTICA CUSTOMIZÁVEIS; LICENCIAMENTO DE || SOFTWARE CUSTOMIZÁVEIS; DESENVOLVIMENTO DE || SOFTWARE CUSTOMIZÁVEIS; LICENCIAMENTO DE || SOFTWARE CUSTOMIZÁVEIS; REPRESENTAÇÃO DE,tech,62,III-ou-V,sim,"5o-D, V",nao-se-aplica,nao,sim,nao,atendemos,nao,nao-se-aplica
6203100,DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR NÃO CUSTOMIZÁVEIS,Desenvolvimento de software pronto,"Esta subclasse compreende - o desenvolvimento de sistemas ou programas de computador que não permitem customizações (adaptações às necessidades específicas de um cliente ou mercado particular). Esses programas são, em geral, adquiridos no comércio, embora possam ser também obtidos diretamente da empresa que os desenvolveu ou através de seus distribuidores e representantes, como, por exemplo: | #- sistemas operacionais | #- aplicativos para empresas e para outras finalidades | #- jogos de computador para todas as plataformas || Esta subclasse compreende ainda - o licenciamento ou a outorga de autorização de uso dos programas de computador não-customizáveis | - os distribuidores autorizados de programas de computador não-customizáveis, que são responsáveis pela concessão e regularização de licenças para uso, treinamento, etc. || Esta subclasse NÃO compreende - a reprodução de programas de computador (software) em qualquer suporte (1830-0/03) | - o comércio varejista de programas de computador não-customizáveis (4751-2/00) | - o desenvolvimento de programas de computador sob encomenda (6201-5/00) | - o desenvolvimento e licenciamento de programas de computador customizáveis (6202-3/00) | - o acesso a programas de computador pela internet (6319-4/00)","Desenvolvimento e licenciamento de software vendido igual para todo mundo, sem adaptação por cliente.","APLICATIVOS E PROGRAMAS DE COMPUTADOR NÃO-CUSTOMIZÁVEIS; LICENCIAMENTO DE || APLICATIVOS E PROGRAMAS DE COMPUTADOR NÃO-CUSTOMIZÁVEIS; PRODUÇÃO, DESENVOLVIMENTO DE || APLICATIVOS E PROGRAMAS DE COMPUTADOR NÃO-CUSTOMIZÁVEIS; REPRESENTAÇÃO DE || CRIAÇÃO E DESENVOLVIMENTO DE ITENS VIRTUAIS PARA USO EM JOGOS ELETRÔNICOS (DIGITAIS); ATIVIDADES DE || JOGOS DE COMPUTADOR PARA TODAS AS PLATAFORMAS; DESENVOLVIMENTO DE || JOGOS ELETRÔNICOS; DESENVOLVIMENTO DE || PROGRAMAS DE INFORMÁTICA NÃO-CUSTOMIZÁVEIS; LICENCIAMENTO DE || PROGRAMAS DE INFORMÁTICA NÃO-CUSTOMIZÁVEIS; PRODUÇÃO, DESENVOLVIMENTO DE || PROGRAMAS DE INFORMÁTICA NÃO-CUSTOMIZÁVEIS; REPRESENTAÇÃO DE || SISTEMAS OPERACIONAIS; DESENVOLVIMENTO DE || SOFTWARE NÃO-CUSTOMIZÁVEIS; DESENVOLVIMENTO DE || SOFTWARE NÃO-CUSTOMIZÁVEIS; LICENCIAMENTO DE",tech,62,III-ou-V,sim,"5o-D, V",nao-se-aplica,nao,sim,nao,atendemos,nao,nao-se-aplica
6204000,CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO,Consultoria em TI,"Esta subclasse compreende - a análise para determinação das necessidades do cliente ou do mercado potencial e a especificação técnica do sistema quanto à definição das funcionalidades e campo de aplicação | - os serviços de assessoria para auxiliar o usuário na definição de um sistema quanto aos tipos e configurações de equipamentos de informática (hardware), assim como os programas de computador (software) correspondentes e suas aplicações, redes e comunicação, etc. | - o acompanhamento, gerência e fiscalização de projetos de informática, ou seja, a coordenação de atividades envolvidas na definição, implantação e operacionalização de projetos destinados à informatização de um determinado segmento | - a consultoria para integração de sistemas e soluções, ou seja, atividades de estruturação e operacionalização de uma solução final funcional, a partir da união de diferentes sistemas, mantendo suas características essenciais | - atividades de atualização de websites, isto é, atividades de inserção e retirada de informações, atualização de arquivos, banco de dados, inserção de banners e links, etc. | - os serviços de customização de programas de computador customizáveis, ou seja, atividades que consistem em adaptar as necessidades do usuário às telas, terminologias, tabelas e a outras características inerentes ao sistema || Esta subclasse NÃO compreende - a assessoria em informática associada à venda de computadores e periféricos (4751-2/01) e (4651-6/01) | - o desenvolvimento de programas de computador sob encomenda (6201-5/00)","Consultoria, assessoria e auditoria em sistemas, software e infraestrutura de informática.","ASSESSORIA EM SOFTWARE, PROGRAMAS DE INFORMÁTICA || ASSESSORIA PARA COMPRA E INSTALAÇÃO DE PERIFÉRICOS  || ASSESSORIA, CONSULTORIA EM INFORMÁTICA || ASSESSORIA, CONSULTORIA EM SISTEMAS DE INFORMÁTICA || AUDITORIA DE SISTEMAS DE INFORMÁTICA; SERVIÇOS DE || CONSULTORIA EM ANÁLISE DE SISTEMAS || CONSULTORIA EM HARDWARE E SOFTWARE || CONSULTORIA EM INFORMÁTICA || CONSULTORIA EM PROGRAMAS DE COMPUTADOR || CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO || CONSULTORIA TÉCNICA EM INFORMÁTICA; SERVIÇOS DE || CUSTOMIZAÇÃO DE PROGRAMAS DE COMPUTADOR || CUSTOMIZAÇÃO DE SOFTWARE || GATEWAY (PONTE DE LIGAÇÃO), SISTEMA INTERMEDIÁRIO (SOFTWARE) DE INTERLIGAÇÃO DE REDES COMERCIAIS; SERVIÇOS DE || HARDWARE; ASSESSORIA EM || HARDWARE; CONSULTORIA EM || PERSONALIZAÇÂO DE PROGRAMAS DE COMPUTADOR CUSTOMIZÁVEIS; SERVIÇOS DE || PERSONALIZAÇÂO DE SOFTWARE CUSTOMIZÁVEIS; SERVIÇOS DE || PROJETOS PARA INSTALAÇÕES DE REDE; DESENVOLVIMENTO DE || SOFTWARE, PROGRAMAS DE INFORMÁTICA, SOB ENCOMENDA; ATUALIZAÇÃO DE || SOFTWARE, PROGRAMAS DE INFORMÁTICA; ASSESSORIA EM",tech,62,III-ou-V,sim,"5o-I, IX",nao-se-aplica,nao,sim,nao,atendemos,nao,nao-se-aplica
6209100,"SUPORTE TÉCNICO, MANUTENÇÃO E OUTROS SERVIÇOS EM TECNOLOGIA DA INFORMAÇÃO",Suporte técnico em TI,"Esta subclasse compreende - as atividades de assessoramento ao usuário na utilização de sistemas, remotamente ou em suas instalações, de modo a superar qualquer perda de performance ou dificuldade de utilização (help-desk) | - as atividades voltadas para solucionar os problemas que dificultem a navegabilidade entre as páginas ou impeçam o usuário da plena utilização do website | - a recuperação de panes informáticas | - o serviço de instalação de equipamentos de informática e programas de computador || Esta subclasse compreende ainda - a manutenção em tecnologias da informação, ou seja, a disponibilização para o usuário final de modificações necessárias ao sistema para atender a alterações técnicas, aprimorar os recursos, funções e características técnicas dos programas e para corrigir falhas no sistema || Esta subclasse NÃO compreende - a assessoria em informática associada à venda de computadores e periféricos (47.51-2) e (46.51-6) | - o desenvolvimento de programas de computador sob encomenda (6201-5/00) | - os serviços de customização dos programas de computador (6204-0/00) | - a reparação e manutenção de computadores e equipamentos periféricos (9511-8/00)","Help-desk, instalação, configuração e manutenção de sistemas e equipamentos de informática.","APOIO NA CONFIGURAÇÃO DE EQUIPAMENTOS, INSTALAÇÃO E USO DE APLICATIVOS INFORMÁTICOS; SERVIÇOS DE || CONFIGURAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA; SERVIÇOS DE APOIO A CLIENTES || HELP-DESK; SERVIÇOS DE APOIO A CLIENTES || INSTALAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA (HARDWARE) E PROGRAMAS DE COMPUTADOR; SERVIÇOS DE || INSTALAÇÃO E MANUTENÇÃO DE SOFTWARE; SERVIÇOS DE || MANUTENÇÃO DE PROGRAMAS DE INFORMÁTICA; SERVIÇOS DE || MANUTENÇÃO DE SISTEMAS INFORMÁTICOS; SERVIÇOS DE || MANUTENÇÃO EM TECNOLOGIA DA INFORMAÇÃO (INFORMÁTICA); SERVIÇOS DE || MONITORAMENTO, TESTE E ANÁLISE DE REDES E SISTEMAS DE SEGURANÇA CIBERNÉTICA (CIBERSEGURANÇA) || PANES INFORMÁTICAS; RECUPERAÇÃO DE || RECUPERAÇÃO DE DADOS, ARQUIVOS; SERVIÇOS DE || RECUPERAÇÃO DE PANES EM PROGRAMAS DE INFORMÁTICA; SERVIÇOS DE || SEGURANÇA DIGITAL (INFORMÁTICA); SERVIÇOS DE || SEGURANÇA EM INFORMÁTICA, ANTIVÍRUS, CRIPTOGRAFIA, AUTENTICAÇÃO, DETECÇÃO DE HACKERS; SERVIÇOS DE || SEGURANÇA EM TECNOLOGIA DA INFORMAÇÃO (INFORMÁTICA); SERVIÇOS DE || SUPORTE TÉCNICO EM TECNOLOGIA DA INFORMAÇÃO (INFORMÁTICA); SERVIÇOS DE",tech,62,III,nao,"§5º-F (residual, conferido 2026-09-24)",nao-se-aplica,nao,sim,nao,atendemos,nao,nao-se-aplica
6311900,"TRATAMENTO DE DADOS, PROVEDORES DE SERVIÇOS DE APLICAÇÃO E SERVIÇOS DE HOSPEDAGEM NA INTERNET",Hospedagem de sites e tratamento de dados,"Esta subclasse compreende - as atividades de disponibilização de infra-estrutura para os serviços de tratamento de dados, hospedagem na internet e outras atividades relacionadas, como: | #- a hospedagem de aplicações ou serviços de transferência contínua de som e imagem através da internet | #- a hospedagem de páginas da internet (webhosting) | #- os serviços de compartilhamento de computadores | - as atividades de tratamento de dados a partir dos dados fornecidos pelos clientes, como: | #- o processamento de dados com a respectiva emissão de relatórios e críticas | #- a gestão de bancos de dados de terceiros, permitindo a produção de listagens, de tabulações e a realização de consultas | #- os serviços de entrada de dados para processamento | #- as atividades de escaneamento e leitura ótica de documentos || Esta subclasse NÃO compreende - o desenvolvimento de programas de computador sob encomenda (6201-5/00) | - o desenvolvimento e licenciamento de programas de computador customizáveis (6202-3/00) | - o desenvolvimento e licenciamento de programas de computador não-customizáveis (6203-1/00) | - o aluguel de computadores e periféricos (7733-1/00) | - os serviços de digitação para edição de textos (8219-9/99) | - os provedores de acesso às redes de comunicações (6190-6/01) | - os provedores de voz sobre protocolo internet – VOIP (6190-6/02) | - os portais e provedores de conteúdo (6319-4/00)","Hospedagem na internet, gestão de banco de dados de terceiros e processamento de dados.","ALUGUEL DE HORA EM COMPUTADOR || BANCO DE DADOS DE TERCEIROS; GESTÃO DE || BANCO DE DADOS; PRODUÇÃO DE LISTAGENS, TABULAÇÕES, CONSULTAS || BANCOS DE DADOS DE TERCEIROS; GESTÃO E OPERAÇÃO DE  || COMPUTADORES; SERVIÇOS DE COMPARTILHAMENTO DE || CPD; SERVIÇOS DE || DIGITALIZAÇÃO PARA ENTRADA DE DADOS || DIGITAÇÃO DE DADOS PARA PROCESSAMENTO; SERVIÇOS DE || ENTRADA DE DADOS PARA PROCESSAMENTO; SERVIÇOS DE || ESCANEAMENTO E LEITURA ÓTICA DE DOCUMENTOS (DIGITALIZAÇÃO DE DOCUMENTOS); ATIVIDADES DE || HOSPEDAGEM DE DADOS NA INTERNET; SERVIÇOS DE || HOSPEDAGEM DE PÁGINAS, SITES - WEB HOSTING; SERVIÇOS DE || HOSPEDAGEM NA INTERNET - WEB HOSTING; SERVIÇOS DE || INSTALAÇÕES INFORMÁTICAS; USO COMPARTILHADO DE || PROCESSAMENTO DE DADOS DE TERCEIROS; GESTÃO E OPERAÇÃO DE EQUIPAMENTOS DE  || PROCESSAMENTO DE DADOS; SERVIÇOS DE || PROCESSAMENTO E ARMAZENAMENTO DE MÍDIA ELETRÔNICA; SERVIÇOS DE || PROCESSAMENTO E GUARDA DE DOCUMENTOS NA FORMA ELETRÔNICA; SERVIÇOS DE || TRANSCRIÇÃO DE DADOS PARA PROCESSAMENTO; SERVIÇOS DE || TRATAMENTO DE DADOS PARA PROCESSAMENTO || VALIDAÇÃO E MINERAÇÃO DE CRIPTOATIVOS NÃO FINANCEIROS; ATIVIDADE DE || WEB HOSTING; SERVIÇOS DE HOSPEDAGEM DE SITES",tech,63,III,nao,"§5º-F (residual, conferido 2026-09-24)",nao-se-aplica,nao,sim,nao,atendemos,nao,nao-se-aplica
6391700,AGÊNCIAS DE NOTÍCIAS,Agência de notícias,"Esta subclasse compreende - a atividade de agências de notícias cuja função é a coleta, síntese e difusão de materiais para os meios de comunicação (textos, fotos, filmes, etc.) || Esta subclasse NÃO compreende - as atividades dos fotógrafos independentes (7420-0/01) | - as atividades de jornalistas independentes (9002-7/01)","Apuração, produção e distribuição de material noticioso para veículos de imprensa.",AGENCIAMENTO DE NOTÍCIAS; SERVIÇOS DE || AGÊNCIA DE NOTÍCIAS; SERVIÇOS DE || DISTRIBUIÇÃO DE MATERIAL DE IMPRENSA; SERVIÇOS DE || DISTRIBUIÇÃO DE MATÉRIA NOTICIOSA; SERVIÇOS DE || DIVULGAÇÃO DE NOTÍCIAS; SERVIÇOS DE,edicao,63,III,nao,"§5º-F (residual, conferido 2026-09-24)",nao-se-aplica,nao,sim,nao,atendemos,nao,nao-se-aplica
7722500,"ALUGUEL DE FITAS DE VÍDEO, DVDS E SIMILARES",Locadora de filmes e mídias,"Esta subclasse compreende - o aluguel de fitas de vídeo, DVDs, CDs e similares || Esta subclasse NÃO compreende - a distribuição de filmes em vídeo a distribuidores e exibidores (5913-8/00) | - o empréstimo de fitas de vídeo e DVDs por bibliotecas (9101-5/00)","Aluguel de DVD, Blu-ray, CD e cartuchos de videogame.","BLU-RAY; ALUGUEL DE, LOCAÇÃO DE || CARTUCHOS DE VÍDEO GAME; ALUGUEL DE, LOCAÇÃO DE || CD; ALUGUEL DE, LOCAÇÃO DE || CDs; ALUGUEL DE, LOCAÇÃO DE || DISCOS; ALUGUEL DE, LOCAÇÃO DE || DVDs; ALUGUEL DE, LOCAÇÃO DE || FILMES EM DVD OU CARTUCHO; ALUGUEL DE, LOCAÇÃO DE || FITAS DE VÍDEO; ALUGUEL DE, LOCAÇÃO DE || LOCADORA DE FITAS DE VÍDEO || LOCADORA DE VÍDEO || VHS; ALUGUEL DE, LOCAÇÃO DE || VIDEOLOCADORA",aluguel,77,III,nao,"§5º-F (residual, conferido 2026-09-24)","LOCADOR(A) DE FITAS DE VÍDEO, DVDS E SIMILARES INDEPENDENTE || LOCADOR(A) DE VÍDEO GAMES, INDEPENDENTE",sim,sim,sim,atendemos,nao,nao-se-aplica
