cnae,descricao,titulo_amigavel,descricao_amigavel,secao_id,secao,divisao_id,grupo_id,grupo_descricao,classe_id,classe_observacoes,subclasse_observacoes,atividades,anexo_base,anexo_just,fator_r,aliquota_inicial,contabilizei_atende,contabilizei_just,mei_permitido,mei_ocupacoes,mei_iss_fixo_das,mei_icms_fixo_das,risco_baixo_cgsim,risco_cgsim_desc_oficial,vedado_simples_cgsn_anexo_vi,ambiguo_simples_cgsn_anexo_vii,anexo_fator_r_grupo,anexo_fator_r_fonte,anexo_fator_r_confianca,iss_bh_aliquota,iss_bh_varia,iss_bh_detalhe,exige_conselho,conselho_qual,conselho_fonte,conselho_confianca,atende_me_certeza,atende_mei_certeza,exige_registro_setorial,registro_setorial_qual,registro_setorial_fonte,_motivo_da_amostra,_motor_apura
7729201,ALUGUEL DE APARELHOS DE JOGOS ELETRÔNICOS,Aluguel de videogames e jogos eletrônicos,"Aluguel de consoles, videogames, fliperamas e brinquedos eletrônicos. Você aluga o aparelho; explorar o jogo no seu ponto é outra atividade.",N,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,77,772,ALUGUEL DE OBJETOS PESSOAIS E DOMÉSTICOS,77292,"Esta classe compreende - o aluguel de aparelhos de jogos eletrônicos | - o aluguel de móveis, utensílios e aparelhos eletroeletrônicos de uso doméstico e pessoal | - o aluguel de instrumentos musicais | - o aluguel de material médico, como cadeiras de roda, camas hospitalares, muletas, inaladores, etc | - o aluguel de plantas e flores | - o aluguel de livros e revistas | - o aluguel de outros objetos de uso pessoal e doméstico não especificados anteriormente || Esta classe compreende ainda - o aluguel de móveis de escritório || Esta classe NÃO compreende - a locação de automóveis, caminhões, motos e outros veículos terrestres, sem condutor (grupo 77.1) | - o aluguel de material telefônico (77.33-1) | - o empréstimo de livros e revistas por bibliotecas (91.01-5) | - a exploração de jogos eletrônicos recreativos (93.29-8) | - os serviços associados de aluguel e lavagem de roupas de cama, mesa e banho, de uniformes de trabalho e artigos relacionados (96.01-7)",Esta subclasse compreende - o aluguel de aparelhos de jogos eletrônicos || Esta subclasse NÃO compreende - a exploração de jogos eletrônicos recreativos (9329-8/04),"APARELHOS DE JOGOS ELETRÔNICOS; ALUGUEL DE, LOCAÇÃO DE || APARELHOS DE VIDEOGAMES; ALUGUEL DE, LOCAÇÃO DE || BRINQUEDOS ELETRÔNICOS; ALUGUEL DE, LOCAÇÃO DE || CONSOLES DE JOGOS ELETRÔNICOS; ALUGUEL DE, LOCAÇÃO DE || FLIPERAMAS; ALUGUEL DE, LOCAÇÃO DE",III/IV/V*,serviço — anexo exato depende da atividade + Fator R (determinar na camada fiscal),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),sim,LOCADOR(A) DE APARELHOS DE JOGOS ELETRÔNICOS INDEPENDENTE,N,N,sim,Aluguel de aparelhos de jogos eletrônicos,nao,nao,III-fixo,LC123 art18 §5º-F,alta,,,,nao,,,,sim,sim,nao,,,"atendemos · ME e MEI, com título amigável",-
0161001,SERVIÇO DE PULVERIZAÇÃO E CONTROLE DE PRAGAS AGRÍCOLAS,,,A,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",01,016,ATIVIDADES DE APOIO À AGRICULTURA E À PECUÁRIA; ATIVIDADES DE PÓS-COLHEITA,01610,"Esta classe compreende - as atividades de apoio à agricultura realizadas sob contrato: | #- a preparação de terreno, o cultivo e a colheita realizados sob contrato | #- o serviço de pulverização e controle de pragas agrícolas | #- o serviço de poda nas lavouras | #- o tratamento das lavouras - capinas manuais e químicas (aplicação de herbicidas) | #- o plantio de mudas nos campos de cultivo | #- o transplante de mudas nos campos de cultivo | #- a operação de equipamentos e instalações para irrigação || Esta classe compreende ainda - as atividades de contratantes de mão-de-obra para o setor agrícola | - a locação de máquinas e equipamentos agrícolas com operador || Esta classe NÃO compreende - as atividades pós-colheita (01.63-6) | - as atividades de agentes comerciais na intermediação de produtos agrícolas in natura (46.11-7) | - os serviços técnicos de agrônomos (74.90-1) | - a organização de feiras e shows agropecuários (82.30-0) | - a execução e manutenção de jardins e gramados (81.30-3)",Esta subclasse compreende - o serviço de pulverização de lavouras prestado sob contrato | - o serviço de controle de pragas agrícolas prestado sob contrato || Esta subclasse compreende ainda - o serviço de pulverização aérea sob contrato || Esta subclasse NÃO compreende - os serviços de imunização e controle de pragas urbanas (8122-2/00),"APLICAÇÃO DE DEFENSIVOS AGRÍCOLAS; ATIVIDADES DE || CONTROLE BIOLÓGICO DE PRAGAS AGRÍCOLAS, SERVIÇO DE || CONTROLE DE PRAGAS; SERVIÇOS DE || PULVERIZAÇÃO AÉREA; SERVIÇOS DE || PULVERIZAÇÃO DE LAVOURAS; SERVIÇO DE || TRATAMENTO DE CULTIVOS REALIZADO POR TERCEIROS; SERVIÇOS DE",III/IV/V*,serviço — anexo exato depende da atividade + Fator R (determinar na camada fiscal),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),nao,,,,nao,,nao,nao,III-fixo,"LC123 art18 5o-F (residual, nenhuma previsao em IV/V)",media,2%,nao,"Pulverização e controle de pragas (CTISS 0713-0/02-88, LC116 7.13, 2%)",nao,,,,nao,nao,nao-verificado,,,perfil dominante #4 (63 CNAEs iguais),-
0161099,ATIVIDADES DE APOIO À AGRICULTURA NÃO ESPECIFICADAS ANTERIORMENTE,,,A,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",01,016,ATIVIDADES DE APOIO À AGRICULTURA E À PECUÁRIA; ATIVIDADES DE PÓS-COLHEITA,01610,"Esta classe compreende - as atividades de apoio à agricultura realizadas sob contrato: | #- a preparação de terreno, o cultivo e a colheita realizados sob contrato | #- o serviço de pulverização e controle de pragas agrícolas | #- o serviço de poda nas lavouras | #- o tratamento das lavouras - capinas manuais e químicas (aplicação de herbicidas) | #- o plantio de mudas nos campos de cultivo | #- o transplante de mudas nos campos de cultivo | #- a operação de equipamentos e instalações para irrigação || Esta classe compreende ainda - as atividades de contratantes de mão-de-obra para o setor agrícola | - a locação de máquinas e equipamentos agrícolas com operador || Esta classe NÃO compreende - as atividades pós-colheita (01.63-6) | - as atividades de agentes comerciais na intermediação de produtos agrícolas in natura (46.11-7) | - os serviços técnicos de agrônomos (74.90-1) | - a organização de feiras e shows agropecuários (82.30-0) | - a execução e manutenção de jardins e gramados (81.30-3)","Esta subclasse compreende - a operação de sistemas de irrigação | - a atividade de contratantes de mão-de-obra para o setor agrícola | - o fornecimento de máquinas agrícolas com operador || Esta subclasse NÃO compreende - o serviço de pulverização e controle de pragas agrícolas (0161-0/01) | - o serviço de poda de árvores para lavouras (0161-0/02) | - os serviços de preparação de terreno, cultivo e colheita realizados (0161-0/03) | - as atividades pós-colheita (0163-6/00) | - as atividades de agentes comerciais na intermediação de produtos agrícolas in natura (4611-7/00) | - os serviços de agronomia e de consultoria às atividades agrícolas e pecuárias (7490-1/03) | - os serviços de organização de exposições, feiras e shows agropecuários (8230-0/01)","ADUBADORAS COM OPERADOR; ALUGUEL DE || ARADOS COM OPERADOR; ALUGUEL DE || BOMBARDEAMENTO DE NÚVENS;SERVIÇOS DE || CHUVA ARTIFICIAL POR BOMBARDEAMENTO OU NUCLEAÇÃO; SERVIÇOS DE || COLHEDEIRAS COM OPERADOR; ALUGUEL DE || CONSORCIO DE EMPREGADORES DE MÃO-DE-OBRA PARA AGRICULTURA || CONTRATANTES DE MÃO-DE-OBRA PARA A AGRICULTURA, SERVIÇOS DE || EMPREGADORES DE MÃO-DE-OBRA PARA AGRICULTURA; CONDOMÍNIO DE || EMPREGADORES DE MÃO-DE-OBRA PARA AGRICULTURA; CONSÓRCIO DE || EMPREGADORES DE MÃO-DE-OBRA PARA AGRICULTURA; SERVIÇO DE || EMPREITEIRO DE MÃO-DE-OBRA AGRÍCOLA; SERVIÇO DE || EQUIPAMENTOS AGRÍCOLAS COM OPERADOR; ALUGUEL DE || EQUIPAMENTOS AGRÍCOLAS COM OPERADOR; LOCAÇÃO DE || EXPLORAÇÃO DE SISTEMAS DE IRRIGAÇÃO (REALIZADO POR TERCEIROS); SERVIÇOS DE || GATO, EMPREITEIRO DE MÃO-DE-OBRA AGRÍCOLA; SERVIÇOS DE || MECANIZAÇÃO AGRÍCOLA, SERVIÇO DE || MÁQUINAS AGRÍCOLAS COM OPERADOR; ALUGUEL DE || MÁQUINAS AGRÍCOLAS COM OPERADOR; LOCAÇÃO DE || MÁQUINAS E EQUIPAMENTOS AGRÍCOLAS COM OPERADOR; ALUGUEL DE || MÁQUINAS E EQUIPAMENTOS AGRÍCOLAS COM OPERADOR; LOCAÇÃO DE || NUCLEAÇÃO DE NÚVENS;SERVIÇOS DE || OPERAÇÃO DE DRONES PARA USO NA AGRICULTURA; SERVIÇOS DE || OPERAÇÃO DE SISTEMAS DE IRRIGAÇÃO PELOS MÉTODOS DE ASPERSÃO, LOCALIZADO OU SUPERFICIAL; SERVIÇOS DE || TRATORES AGRÍCOLAS COM OPERADOR; ALUGUEL DE || TRATORES AGRÍCOLAS COM OPERADOR; LOCAÇÃO DE",III/IV/V*,serviço — anexo exato depende da atividade + Fator R (determinar na camada fiscal),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),nao,,,,nao,,nao,nao,III-fixo,LC123 art18 §5º-F,alta,2% / 5%,sim,"Nucleação e bombardeamento de nuvens e congêneres. (CTISS 0722-0/01-88, LC116 7.22, 2%) || Assessoria de qualquer natureza (CTISS 1701-0/01-88, LC116 17.01, 5%) || Análise, exame, fornecimento de dados e informações de qualquer natureza (CTISS 1701-0/02-88, LC116 17.01, 5%) || Serviços de meteorologia (CTISS 3601-0/01-88, LC116 36.01, 5%)",nao,,,,nao,nao,nao-verificado,,,exceção · alíquota de ISS que VARIA,-
0162803,SERVIÇO DE MANEJO DE ANIMAIS,,,A,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",01,016,ATIVIDADES DE APOIO À AGRICULTURA E À PECUÁRIA; ATIVIDADES DE PÓS-COLHEITA,01628,"Esta classe compreende - as atividades de apoio à pecuária realizadas sob contrato: | #- o serviço de inseminação artificial e a fertilização in vitro animal | #- a tosquia da lã de ovinos | #- o serviço de manejo de animais: condução, pastoreio | #- a limpeza de galinheiros e banheiros carrapaticidas e sarnicidas | #- a classificação de produtos de origem animal | #- o serviço de alojamento de gado de curta duração | #- as atividades de contratantes de mão-de-obra para o setor  pecuário || Esta classe NÃO compreende - o serviço de engorda de animais em currais (grupo 01.5) | - a produção da lã de tosquia (01.53-9) | - as atividades de agentes comerciais de animais vivos (46.11-7) | - a gestão de parques de leilão de gado (82.30-0) | - os serviços de laboratórios de análises veterinárias (75.00-1) | - a organização de exposições e feiras agropecuárias (82.30-0) | - o treinamento de cães de estimação (96.09-2) | - o alojamento, higiene e embelezamento de animais de estimação (96.09-2) | - o aluguel de terras para pasto (68.10-2)","Esta subclasse compreende - o serviço de manejo de animais: condução, pastoreio e outros || Esta subclasse NÃO compreende - o serviço de alojamento do gado de curta duração (0162-8/99) | - as atividades veterinárias (7500-1/00) | - a gestão de espaço para leilão de gado (8230-0/01)","MANEJO DE ANIMAIS (CONDUÇÃO, PASTOREIO); SERVIÇOS DE",III/IV/V*,serviço — anexo exato depende da atividade + Fator R (determinar na camada fiscal),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),nao,,,,nao,,nao,nao,III-fixo,"LC123 art18 5o-F (residual, nenhuma previsao em IV/V)",media,5%,nao,"Manejo de animais (CTISS 0508-0/04-88, LC116 5.08, 5%)",nao,,,,nao,nao,nao,,,perfil dominante #9 (32 CNAEs iguais),-
6621502,AUDITORIA E CONSULTORIA ATUARIAL,,,K,"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",66,662,"ATIVIDADES AUXILIARES DOS SEGUROS, DA PREVIDÊNCIA COMPLEMENTAR E DOS PLANOS DE SAÚDE",66215,Esta classe compreende - as atividades de peritos e avaliadores de seguros (encarregados da avaliação de prejuízos ou riscos) | - as atividades de auditoria e consultoria atuarial de empresas de seguros,Esta subclasse compreende - as atividades de auditoria e consultoria atuarial de empresas de seguros,ASSESSORIA ATUARIAL; SERVIÇOS DE || AUDITORIA E CONSULTORIA ATUARIAL; SERVIÇOS DE || CONSULTORIA ATUARIAL || SERVIÇOS DE CÁLCULOS ATUARIAIS || SERVIÇOS DE CÁLCULOS DE VALORES ATUARIAIS,III/IV/V*,serviço — anexo exato depende da atividade + Fator R (determinar na camada fiscal),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),nao,,,,sim,Auditoria e consultoria atuarial,nao,nao,"fator-r-dinamico(III<->V, limiar 28%)","LC123 art18 5o-I, IX",alta,5%,nao,"Assessoria de qualquer natureza (CTISS 1701-0/01-88, LC116 17.01, 5%) || Análise, exame, fornecimento de dados e informações de qualquer natureza (CTISS 1701-0/02-88, LC116 17.01, 5%) || Auditoria (CTISS 1716-0/01-88, LC116 17.16, 5%) || Atuária e cálculos técnicos de qualquer natureza. (CTISS 1718-0/01-88, LC116 17.18, 5%) || Contabilidade, inclusive serviços técnicos e auxiliares (CTISS 1719-0/01-88, LC116 17.19, 5%)",nao,,,,nao,nao,sim,Bacen/CVM/SUSEP (financeiro/seguros),"cnae-complexidade-abertura.json (17/07, cruzado 27/08)",exceção · tem ISS de BH com detalhe longo,-
0892401,EXTRAÇÃO DE SAL MARINHO,,,B,INDÚSTRIAS EXTRATIVAS,08,089,EXTRAÇÃO DE OUTROS MINERAIS NÃO-METÁLICOS,08924,"Esta classe compreende - a extração mediante a evaporação da água do mar | - a extração de sal-gema | - a moagem, purificação e refino e outros tratamentos do sal associados à extração || Esta classe NÃO compreende - as atividades de apoio à extração de sal marinho e sal-gema realizadas sob contrato (09.90-4) | - a elaboração do sal de cozinha, p.ex.: sal iodado(10.99-6)","Esta subclasse compreende - a extração de sal e a produção mediante a evaporação da água do mar || Esta subclasse NÃO compreende - a moagem, purificação, refino e outros tratamentos do sal (0892-4/03) | - as atividades de apoio à extração de sal marinho realizadas sob contrato (0990-4/03)",SAL DE SALINA; EXTRAÇÃO DE || SAL GROSSO; PRODUÇÃO DE || SAL MARINHO; EXTRAÇÃO DE,II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),sim,SALINEIRO/EXTRATOR DE SAL MARINHO INDEPENDENTE,N,S,nao,,nao,nao,,,,,,,nao,,,,nao,nao,nao-verificado,,,perfil dominante #5 (62 CNAEs iguais),-
4763603,COMÉRCIO VAREJISTA DE BICICLETAS E TRICICLOS; PEÇAS E ACESSÓRIOS,,,G,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,47,476,"COMÉRCIO VAREJISTA DE ARTIGOS CULTURAIS, RECREATIVOS E ESPORTIVOS",47636,"Esta classe compreende - o comércio varejista de brinquedos e artigos recreativos | - o comércio varejista de artigos esportivos | - o comércio varejista de bicicletas e triciclos; peças e acessórios | - o comércio varejista de artigos de caça, pesca e camping | - o comércio varejista de embarcações e motores e outros veículos recreativos; peças e acessórios | - o comércio varejista de aparelhos e equipamentos de ginástica || Esta classe compreende ainda - o comércio varejista de artigos e acessórios do vestuário para prática de esportes || Esta classe NÃO compreende - o comércio de armas e munições (47.89-0) | - o comércio varejista de calçados esportivos (47.82-2)",Esta subclasse compreende - o comércio varejista de bicicletas e triciclos || Esta subclasse compreende ainda - o comércio varejista de peças e acessórios de bicicletas e triciclos || Esta subclasse NÃO compreende - o comércio varejista de brinquedos e artigos recreativos (4763-6/01), BICICLETA MOTORIZADA; COMÉRCIO VAREJISTA || BICICLETAS ELÉTRICAS; COMÉRCIO VAREJISTA DE || BICICLETAS; COMÉRCIO VAREJISTA || MOTOCICLETAS ELÉTRICAS; COMÉRCIO VAREJISTA DE || PATINETES ELÉTRICOS; COMÉRCIO VAREJISTA DE || PEÇAS E ACESSÓRIOS PARA BICICLETAS E TRICICLOS; COMÉRCIO VAREJISTA || SCOOTERS ELÉTRICAS; COMÉRCIO VAREJISTA DE || TRICICLOS; COMÉRCIO VAREJISTA,I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar),sim,COMERCIANTE DE BICICLETAS E TRICICLOS; PEÇAS E ACESSÓRIOS INDEPENDENTE,N,S,sim,Comércio varejista de bicicletas e triciclos; peças e acessórios,nao,nao,,,,,,,nao,,,,nao,nao,nao,,,perfil dominante #6 (49 CNAEs iguais),-
7729202,"ALUGUEL DE MÓVEIS, UTENSÍLIOS E APARELHOS DE USO DOMÉSTICO E PESSOAL; INSTRUMENTOS MUSICAIS","Aluguel de móveis, eletrodomésticos e instrumentos","Aluguel de móveis, cadeiras, eletrodomésticos, ar-condicionado e instrumentos musicais para uso doméstico ou pessoal.",N,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,77,772,ALUGUEL DE OBJETOS PESSOAIS E DOMÉSTICOS,77292,"Esta classe compreende - o aluguel de aparelhos de jogos eletrônicos | - o aluguel de móveis, utensílios e aparelhos eletroeletrônicos de uso doméstico e pessoal | - o aluguel de instrumentos musicais | - o aluguel de material médico, como cadeiras de roda, camas hospitalares, muletas, inaladores, etc | - o aluguel de plantas e flores | - o aluguel de livros e revistas | - o aluguel de outros objetos de uso pessoal e doméstico não especificados anteriormente || Esta classe compreende ainda - o aluguel de móveis de escritório || Esta classe NÃO compreende - a locação de automóveis, caminhões, motos e outros veículos terrestres, sem condutor (grupo 77.1) | - o aluguel de material telefônico (77.33-1) | - o empréstimo de livros e revistas por bibliotecas (91.01-5) | - a exploração de jogos eletrônicos recreativos (93.29-8) | - os serviços associados de aluguel e lavagem de roupas de cama, mesa e banho, de uniformes de trabalho e artigos relacionados (96.01-7)","Esta subclasse compreende - o aluguel de móveis, utensílios e aparelhos eletroeletrônicos de uso doméstico e pessoal | - o aluguel de instrumentos musicais || Esta subclasse compreende ainda - o aluguel de móveis de escritório","APARELHOS DE DVD; ALUGUEL DE || APARELHOS ELETRODOMÉSTICOS; ALUGUEL DE, LOCAÇÃO DE || APARELHOS ELETROELETRÔNICOS; ALUGUEL DE || AR CONDICIONADO; ALUGUEL DE || CADEIRAS; ALUGUEL DE, LOCAÇÃO DE || GELADEIRA, FREEZER; ALUGUEL DE || INSTRUMENTOS MUSICAIS; ALUGUEL DE, LOCAÇÃO DE  || MESAS; ALUGUEL DE, LOCAÇÃO DE || MÓVEIS E UTENSÍLIOS PARA FESTAS; ALUGUEL DE, LOCAÇÃO DE || MÓVEIS; ALUGUEL DE, LOCAÇÃO DE || OBJETOS E UTENSÍLIOS DOMÉSTICOS; ALUGUEL DE, LOCAÇÃO DE || TELEVISOR, TELEVISÃO; ALUGUEL DE, LOCAÇÃO DE || UTENSÍLIOS E APARELHOS DE USO DOMÉSTICO; ALUGUEL DE, LOCAÇÃO DE || UTENSÍLIOS E APARELHOS ELETROELETRÔNICOS DE USO DOMÉSTICO; ALUGUEL DE || VIDEOCASSETE; ALUGUEL DE, LOCAÇÃO DE",III/IV/V*,serviço — anexo exato depende da atividade + Fator R (determinar na camada fiscal),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),sim,"LOCADOR(A) DE MÓVEIS E UTENSÍLIOS, INCLUSIVE PARA FESTAS INDEPENDENTE || LOCADOR(A) DE INSTRUMENTOS MUSICAIS INDEPENDENTE",N,N,sim,"Aluguel de móveis, utensílios e aparelhos de uso doméstico e pessoal; instrumentos musicais",nao,nao,III-fixo,"LC123 art18 5o-F (residual, nenhuma previsao em IV/V)",media,,,,nao,,,,sim,sim,nao,,,atendemos · atende com anexo III fixo,-
7729203,ALUGUEL DE MATERIAL MÉDICO,Aluguel de material médico,"Aluguel de cadeira de rodas, cama hospitalar, muletas, inaladores e material médico em geral.",N,ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,77,772,ALUGUEL DE OBJETOS PESSOAIS E DOMÉSTICOS,77292,"Esta classe compreende - o aluguel de aparelhos de jogos eletrônicos | - o aluguel de móveis, utensílios e aparelhos eletroeletrônicos de uso doméstico e pessoal | - o aluguel de instrumentos musicais | - o aluguel de material médico, como cadeiras de roda, camas hospitalares, muletas, inaladores, etc | - o aluguel de plantas e flores | - o aluguel de livros e revistas | - o aluguel de outros objetos de uso pessoal e doméstico não especificados anteriormente || Esta classe compreende ainda - o aluguel de móveis de escritório || Esta classe NÃO compreende - a locação de automóveis, caminhões, motos e outros veículos terrestres, sem condutor (grupo 77.1) | - o aluguel de material telefônico (77.33-1) | - o empréstimo de livros e revistas por bibliotecas (91.01-5) | - a exploração de jogos eletrônicos recreativos (93.29-8) | - os serviços associados de aluguel e lavagem de roupas de cama, mesa e banho, de uniformes de trabalho e artigos relacionados (96.01-7)","Esta subclasse compreende - o aluguel de material médico, como cadeiras de roda, camas hospitalares, muletas, inaladores, etc.","CADEIRAS DE RODA; ALUGUEL DE, LOCAÇÃO DE  || CAMAS HOSPITALARES; ALUGUEL DE, LOCAÇÃO DE || INALADORES; ALUGUEL DE || MATERIAL MÉDICO; ALUGUEL DE, LOCAÇÃO DE || MULETAS; ALUGUEL DE, LOCAÇÃO DE",III/IV/V*,serviço — anexo exato depende da atividade + Fator R (determinar na camada fiscal),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),sim,LOCADOR(A) DE MATERIAL MÉDICO INDEPENDENTE,N,N,sim,Aluguel de material médico,nao,nao,III-fixo,"LC123 art18 5o-F (residual, nenhuma previsao em IV/V)",media,,,,nao,,,,sim,sim,nao,,,atendemos · atende e NÃO tem ISS de BH,-
3250705,FABRICAÇÃO DE MATERIAIS PARA MEDICINA E ODONTOLOGIA,,,C,INDÚSTRIAS DE TRANSFORMAÇÃO,32,325,FABRICAÇÃO DE INSTRUMENTOS E MATERIAIS PARA USO MÉDICO E ODONTOLÓGICO E DE ARTIGOS ÓPTICOS,32507,"Esta classe compreende - a fabricação de instrumentos e utensílios para uso médico-cirúrgico, odontológico e de laboratório (bisturis, pinças, tesouras, sondas, boticões, etc.) | - a fabricação de seringas hipodérmicas de qualquer material, agulhas, cânulas, cateteres, etc. | - a fabricação de mobiliário para uso médico, cirúrgico e odontológico (mesas para operações cirúrgicas, equipamentos para mecanoterapia e massagens, cadeiras para dentistas com equipamento dental incorporado, etc.) | - a fabricação de aparelhos e instrumentos para correção de defeitos físicos, membros artificiais e aparelhos ortopédicos em geral | - a fabricação de calçados ortopédicos de qualquer material | - a fabricação de termômetros médicos | - a fabricação de cimento e gesso dentais | - a fabricação de materiais para uso médico-cirúrgico e odontológico (algodão, curativos e emplastros não impregnados com qualquer substância, etc.) | - a fabricação de dentes, dentaduras e os laboratórios de prótese dentária | - a fabricação de esterilizadores para laboratórios e hospitais || Esta classe compreende ainda - a fabricação de artigos ópticos (óculos, lentes de contato, lentes para óculos, armações para óculos, óculos de sol e semelhantes) | - a fabricação de óculos para segurança e proteção | - os serviços de laboratórios óticos (lapidação de lentes) || Esta classe NÃO compreende - a fabricação de curativos, emplastros e materiais semelhantes impregnados com qualquer substância (21.23-8) | - a fabricação de marcapassos (26.60-4) | - a fabricação de cadeiras de rodas (30.92-0)","Esta subclasse compreende - a fabricação de cimento e gesso dentais | - a fabricação de materiais para uso médico-cirúrgico e odontológico (algodão, curativos e emplastros não impregnados com substâncias, etc.) || Esta subclasse NÃO compreende - a fabricação de curativos, emplastros e materiais semelhantes impregnados com qualquer substância (2123-8/00)","ADESIVOS, HEMOSTÁTICOS, LAMINÁRIAS E OUTROS MATERIAIS ESTERILIZADOS PARA CIRURGIA OU ODONTOLOGIA, ABSORVÍVEIS OU NÃO; FABRICAÇÃO DE || ALGODÃO HIDRÓFILO NÃO IMPREGNADO COM SUBSTANCIAS MEDICINAIS; FABRICAÇÃO DE || ALGODÃO HIDRÓFILO, GAZES, ATADURAS E ARTIGOS SEMELHANTES NÃO IMPREGNADO COM SUBSTÂNCIA FARMACÊUTICA; CAMPOS CIRÚRGICOS DE FALSO TECIDO; FABRICAÇÃO DE || ATADURAS; FABRICAÇÃO DE || BANDAGENS; FABRICAÇÃO DE || CATEGUTES (CATGUTS) ESTERILIZADOS PARA SUTURAS CIRURGICAS; FABRICAÇÃO DE || CERAS DENTAIS E COMPOSTOS PARA RESTAURAÇÕES DENTARIAS; FABRICAÇÃO DE || CIMENTOS PARA OBTURAÇÕES DENTARIAS; FABRICAÇÃO DE || CIMENTOS PARA USO DENTÁRIO, FABRICAÇÃO DE || COMPOSIÇÕES A BASE DE GESSO PARA DENTISTAS; FABRICAÇÃO DE || COTONETES; FABRICAÇÃO DE || CURATIVOS NÃO IMPREGNADOS COM SUBSTÂNCIAS MEDICINAIS; FABRICAÇÃO DE || EMPLASTROS, CATAPLASMAS E SINAPISMOS; FABRICAÇÃO DE || ESTOJOS OU CAIXAS DE URGÊNCIA COM CURATIVO, GAZE, ETC; FABRICAÇÃO DE || FIOS CIRÚRGICOS; FABRICAÇÃO DE || FIOS E MATERIAIS PARA SUTURAS, DE QUALQUER MATERIAL; FABRICAÇÃO DE || GAZES ESTERILIZADAS NÃO IMPREGNADAS COM SUBSTÂNCIAS FARMACÊUTICAS; FABRICAÇÃO DE || GEL PARA MOLDES DE DENTADURA; FABRICAÇÃO DE || GESSO DENTAL; FABRICAÇÃO DE || HASTES (FLEXÍVEIS OU NÃO) COM EXTREMIDADES ENVOLTAS EM ALGODÃO PARA HIGIENE PESSOAL; FABRICAÇÃO DE || HEMOSTÁTICOS ESTERILIZADOS ABSORVÍVEIS PARA CIRURGIA OU ODONTOLOGIA; FABRICAÇÃO DE || LAMINARIAS ESTERILIZADAS; FABRICAÇÃO DE || MATERIAIS EMPREGADOS EM OBTURAÇÕES DENTARIAS; FABRICAÇÃO DE || MATERIAIS PARA ODONTOLOGIA, N.E.; FABRICAÇÃO DE || PREPARAÇÕES LUBRIFICANTES A BASE DE GEL, PARA USOS MÉDICOS EM EXAMES OU CIRURGIAS; FABRICAÇÃO DE || PRODUTOS PARA OBTURACÕES DENTÁRIAS (AMALGAMAS, ETC); FABRICAÇÃO DE",II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),nao,,,,nao,,nao,nao,,,,,,,sim,CRM,Lei 3.268/1957,alta,nao,nao,nao-verificado,,,exceção · exige_conselho = sim (regulamentada),-
